"","eMat_GSE48581...1."
"1553637_s_at",5.858771133
"1553639_a_at",6.60836103
"1553640_at",5.881610247
"1553641_a_at",5.527588001
"1553642_at",7.394733718
"1553644_at",5.136539483
"1553645_at",3.45561924
"1553646_at",5.220844701
"1553647_at",6.874606423
"1553651_at",3.117083871
"1553652_a_at",3.495938844
"1553654_at",3.367334356
"1553655_at",4.943341275
"1553656_at",6.376110303
"1553657_at",6.174516583
"1553658_at",6.429332796
"1553660_at",4.868574201
"1553661_a_at",3.58461114
"1553663_a_at",7.230328911
"1553666_at",4.301410399
"1553668_at",6.565902578
"1553670_at",4.656444382
"1553672_at",4.464890486
"1553673_at",4.798699527
"1553674_at",4.542197515
"1553675_at",5.842491342
"1553677_a_at",8.766657258
"1553678_a_at",11.07734721
"1553679_s_at",4.238768768
"1553681_a_at",7.080393056
"1553682_at",5.225508882
"1553683_s_at",5.594619473
"1553684_at",6.974235327
"1553685_s_at",5.895500596
"1553686_at",5.222891303
"1553688_at",6.600044861
"1553689_s_at",7.2200366
"1553690_at",5.663315779
"1553691_at",4.019670207
"1553693_s_at",8.980818278
"1553694_a_at",7.467054999
"1553695_a_at",7.202885226
"1553696_s_at",6.467520537
"1553697_at",3.221069557
"1553698_a_at",3.524521451
"1553701_a_at",6.514448293
"1553702_at",4.970627114
"1553703_at",10.45304204
"1553704_x_at",9.869307958
"1553705_a_at",5.870495426
"1553706_at",5.294895815
"1553708_at",3.635020838
"1553709_a_at",8.711189188
"1553710_at",5.05069548
"1553711_a_at",5.349074806
"1553713_a_at",6.685860554
"1553715_s_at",10.03739017
"1553717_at",6.605657981
"1553718_at",8.240989772
"1553719_s_at",6.332535172
"1553720_a_at",6.558861916
"1553721_at",4.112008716
"1553722_s_at",5.40518811
"1553723_at",4.348427424
"1553725_s_at",6.184925121
"1553726_s_at",6.29424838
"1553727_at",7.258640749
"1553728_at",8.933322792
"1553729_s_at",6.977859784
"1553730_x_at",7.546133817
"1553732_s_at",6.156296433
"1553734_at",6.52385511
"1553736_at",3.997688753
"1553739_at",3.54075839
"1553740_a_at",4.340082501
"1553741_at",3.725830657
"1553743_at",8.066353255
"1553746_a_at",5.78905425
"1553747_at",3.552001177
"1553749_at",6.5106447
"1553750_a_at",5.190417436
"1553752_at",5.587294802
"1553755_at",7.768325053
"1553756_at",5.73392996
"1553757_at",5.276217816
"1553759_at",4.308423621
"1553761_at",6.114580055
"1553764_a_at",8.071782001
"1553765_a_at",4.64193956
"1553768_a_at",7.0584807
"1553769_at",5.28529683
"1553770_a_at",5.980971596
"1553772_at",4.244012092
"1553775_at",6.756080466
"1553776_at",3.339860211
"1553778_at",7.260533493
"1553780_at",7.409246479
"1553781_at",3.401405405
"1553785_at",5.034849794
"1553787_at",6.244844278
"1553789_a_at",5.302250718
"1553792_at",3.422036672
"1553793_a_at",4.338542797
"1553794_at",4.347437627
"1553796_at",4.493439714
"1553797_a_at",3.820091663
"1553798_a_at",5.400087543
"1553799_at",3.890302471
"1553801_a_at",5.748753175
"1553802_a_at",6.060105462
"1553803_at",8.286739994
"1553804_a_at",4.464207899
"1553805_at",6.107209208
"1553808_a_at",3.502308693
"1553809_a_at",7.516808595
"1553810_a_at",3.458262073
"1553811_at",3.862591571
"1553812_at",6.204715403
"1553813_s_at",5.904131759
"1553815_a_at",6.26853208
"1553817_at",4.797464441
"1553818_x_at",5.301370663
"1553821_at",5.010241835
"1553822_at",3.375673416
"1553823_a_at",3.952530041
"1553826_a_at",7.855050185
"1553828_at",5.166914549
"1553829_at",4.988560708
"1553830_s_at",3.838896263
"1553831_at",6.265925492
"1553832_at",6.578845561
"1553834_at",3.391747363
"1553835_a_at",4.082217319
"1553837_at",6.41060077
"1553838_at",4.03362439
"1553839_at",6.608610579
"1553840_a_at",7.416674321
"1553842_at",4.101548115
"1553843_at",7.152679529
"1553844_a_at",6.407335453
"1553845_x_at",6.733707663
"1553846_at",5.707514928
"1553847_a_at",4.540898945
"1553849_at",3.791409572
"1553850_at",3.976267645
"1553851_at",3.748806017
"1553852_at",4.255481937
"1553856_s_at",6.513324368
"1553857_at",7.874294665
"1553858_at",8.048917275
"1553859_at",3.847352881
"1553860_at",6.239321828
"1553861_at",4.631020245
"1553863_at",5.068050865
"1553864_at",3.816382099
"1553865_a_at",4.313397435
"1553868_a_at",3.255084812
"1553869_at",4.070495663
"1553871_at",6.734070375
"1553872_at",7.016332206
"1553873_at",3.90809408
"1553874_a_at",5.754787138
"1553875_s_at",6.360654593
"1553876_at",3.546056341
"1553878_at",3.984352266
"1553879_a_at",4.899077775
"1553880_at",5.710541339
"1553881_at",4.973052504
"1553882_at",3.781343353
"1553883_at",3.691288273
"1553885_x_at",3.867390012
"1553886_at",3.401209719
"1553887_at",3.885390954
"1553888_at",5.143144477
"1553889_at",5.281992124
"1553890_s_at",7.011959584
"1553891_at",5.91217752
"1553893_at",5.799177124
"1553894_at",5.178068727
"1553895_at",4.927617958
"1553898_a_at",3.582222229
"1553900_s_at",6.194316097
"1553901_x_at",6.296827516
"1553905_at",4.178499499
"1553906_s_at",9.898208789
"1553907_a_at",3.802303303
"1553909_x_at",8.096877266
"1553910_at",4.710224171
"1553911_at",4.239382545
"1553912_at",4.633622851
"1553914_at",5.045870772
"1553915_at",4.979402234
"1553917_at",6.695308746
"1553918_at",5.723513767
"1553919_at",6.080423297
"1553920_at",4.032661708
"1553923_at",6.996959383
"1553924_at",4.455907939
"1553927_at",4.375633501
"1553928_at",7.42917747
"1553929_at",5.387531235
"1553930_at",3.524521451
"1553931_at",3.648648639
"1553934_at",3.633370943
"1553935_at",4.125426064
"1553936_a_at",4.853038135
"1553938_a_at",4.847132066
"1553940_a_at",7.403032914
"1553943_at",6.773069521
"1553944_at",6.865608969
"1553945_at",5.812055925
"1553946_at",5.543821485
"1553947_at",7.46496772
"1553949_at",5.306515008
"1553952_at",6.682029133
"1553954_at",9.304995655
"1553955_at",10.86411977
"1553956_at",8.206766287
"1553957_at",8.613804295
"1553959_a_at",9.079026194
"1553960_at",8.121357748
"1553961_s_at",7.802450005
"1553962_s_at",6.328398929
"1553963_at",3.223054514
"1553965_x_at",3.567090217
"1553967_at",5.617450685
"1553968_a_at",8.282189738
"1553970_s_at",6.835975994
"1553971_a_at",7.291572513
"1553972_a_at",7.809076707
"1553973_a_at",5.301862418
"1553974_at",9.143009662
"1553976_a_at",9.195202572
"1553977_a_at",7.880253453
"1553978_at",9.101079205
"1553979_at",9.920345716
"1553982_a_at",5.973338832
"1553983_at",7.199952484
"1553984_s_at",9.103709449
"1553986_at",8.058548266
"1553987_at",9.525087885
"1553989_a_at",8.088849778
"1553990_at",7.198710512
"1553991_s_at",7.221003703
"1553992_s_at",8.328418643
"1553993_s_at",9.046807364
"1553994_at",8.02267931
"1553995_a_at",7.343462264
"1553997_a_at",7.205207376
"1553998_at",7.2989681
"1554001_at",5.87938981
"1554003_at",9.259145519
"1554004_a_at",9.011507618
"1554006_a_at",8.623486338
"1554007_at",9.770021385
"1554008_at",6.964915347
"1554010_at",7.392311216
"1554012_at",3.320168773
"1554014_at",8.024722759
"1554015_a_at",7.368083971
"1554016_a_at",7.600608603
"1554017_at",6.734134006
"1554018_at",7.161739936
"1554019_s_at",5.625275536
"1554020_at",6.22812161
"1554021_a_at",8.546631973
"1554022_at",4.306322445
"1554023_s_at",6.831385456
"1554026_a_at",6.90741448
"1554027_a_at",8.105790143
"1554029_a_at",6.215129688
"1554030_at",6.320484239
"1554032_at",4.205150799
"1554033_at",4.646013421
"1554034_a_at",4.521777559
"1554036_at",4.541388091
"1554037_a_at",4.083189651
"1554038_at",6.526038896
"1554039_at",7.589247339
"1554041_at",4.273302013
"1554042_s_at",7.228416748
"1554043_a_at",6.108896639
"1554044_a_at",5.663758577
"1554045_at",5.788065284
"1554047_at",5.731019901
"1554049_s_at",6.199667521
"1554050_at",6.991225439
"1554052_at",6.021593386
"1554053_at",6.792116196
"1554057_at",8.020770513
"1554059_at",6.80184688
"1554060_s_at",5.476150856
"1554062_at",6.460046575
"1554063_at",6.277128449
"1554065_at",6.972970684
"1554067_at",7.788906666
"1554068_s_at",5.768808311
"1554069_at",6.319079426
"1554071_at",3.445522065
"1554072_s_at",2.961285368
"1554074_s_at",6.891228295
"1554076_s_at",7.144782135
"1554077_a_at",7.927306682
"1554078_s_at",10.2668943
"1554079_at",9.913035264
"1554080_at",7.101798314
"1554082_a_at",7.348518136
"1554084_a_at",7.92134705
"1554085_at",7.082693083
"1554086_at",4.926929039
"1554089_s_at",10.7007331
"1554091_a_at",6.980843886
"1554093_a_at",9.209731239
"1554094_at",7.201664355
"1554095_at",6.485901797
"1554096_a_at",4.131274727
"1554097_a_at",7.412014935
"1554098_at",5.519681392
"1554099_a_at",7.235179481
"1554101_a_at",6.035517524
"1554102_a_at",6.845178403
"1554103_at",6.347059139
"1554105_at",7.44536116
"1554106_at",8.457576804
"1554108_at",6.405130519
"1554110_at",5.940340936
"1554112_a_at",6.774944251
"1554113_a_at",5.984914053
"1554114_s_at",5.14114953
"1554115_at",5.6461152
"1554116_s_at",5.954211801
"1554117_at",6.425707231
"1554119_at",4.827581383
"1554121_at",4.15795469
"1554122_a_at",5.655590524
"1554125_a_at",3.481767639
"1554126_at",8.778567537
"1554127_s_at",7.454186872
"1554128_at",7.013083449
"1554129_a_at",5.402888168
"1554131_at",3.219076158
"1554132_a_at",6.574293212
"1554133_at",3.618489559
"1554140_at",5.70888082
"1554141_s_at",5.399808142
"1554142_at",3.309684763
"1554143_a_at",5.111025636
"1554145_a_at",8.053122326
"1554147_s_at",6.564210528
"1554148_a_at",7.928063082
"1554149_at",9.599048452
"1554151_at",6.930286482
"1554152_a_at",6.747018794
"1554153_a_at",7.815113921
"1554154_at",7.60677467
"1554155_at",6.381694004
"1554156_a_at",3.959452124
"1554157_a_at",5.651708227
"1554158_at",4.222786034
"1554159_a_at",5.938078909
"1554160_a_at",7.566559795
"1554161_at",7.263115125
"1554163_at",3.873531869
"1554165_at",3.850623456
"1554167_a_at",10.46223697
"1554168_a_at",9.720557296
"1554170_a_at",7.496767798
"1554171_at",6.517274566
"1554172_a_at",6.924172373
"1554173_at",7.280040479
"1554175_at",6.132133225
"1554176_a_at",5.015412712
"1554177_a_at",7.33895283
"1554178_a_at",8.312745341
"1554179_s_at",6.701476438
"1554181_at",4.753348305
"1554182_at",5.26180879
"1554183_s_at",7.576190081
"1554185_at",5.511336189
"1554187_at",4.200471656
"1554188_at",6.785276887
"1554190_s_at",3.693984027
"1554192_s_at",6.544350654
"1554193_s_at",5.313504741
"1554194_at",4.935705036
"1554195_a_at",4.760634848
"1554196_at",4.055078078
"1554198_at",6.037024399
"1554199_at",6.184332509
"1554201_at",7.77056016
"1554202_x_at",7.950704183
"1554203_at",3.936044064
"1554205_s_at",5.637922527
"1554206_at",6.074680811
"1554208_at",7.689976454
"1554210_at",4.670024428
"1554212_s_at",6.198309227
"1554213_at",7.097592688
"1554214_at",5.113631048
"1554216_at",3.68114608
"1554217_a_at",6.224461151
"1554219_at",6.848213641
"1554220_a_at",4.833945663
"1554222_at",7.026115918
"1554224_at",3.914805925
"1554225_a_at",4.270424002
"1554228_a_at",5.712834177
"1554229_at",6.540837961
"1554231_a_at",7.13759737
"1554232_a_at",4.039404541
"1554233_at",3.800435896
"1554234_at",6.939828803
"1554235_at",3.430861765
"1554237_at",5.074837976
"1554239_s_at",8.412788277
"1554240_a_at",7.880613935
"1554241_at",8.248430809
"1554242_a_at",6.111351733
"1554245_x_at",7.722797102
"1554246_at",8.019817256
"1554248_at",6.463446023
"1554249_a_at",7.002698548
"1554250_s_at",7.053058048
"1554251_at",7.918810008
"1554252_a_at",4.119650793
"1554253_a_at",6.443134414
"1554256_a_at",6.518693791
"1554258_a_at",6.53153563
"1554259_at",6.121122634
"1554260_a_at",7.959328001
"1554261_at",5.231720678
"1554262_s_at",5.827829201
"1554264_at",3.659440603
"1554266_at",6.069533543
"1554268_at",5.860760906
"1554271_a_at",6.314837424
"1554272_at",3.536967251
"1554273_a_at",4.670024428
"1554274_a_at",5.950000649
"1554276_at",4.234473492
"1554277_s_at",4.117382431
"1554279_a_at",6.005204093
"1554280_a_at",4.929308074
"1554281_at",3.915824409
"1554283_at",5.492657324
"1554285_at",7.246845765
"1554286_at",6.687336054
"1554287_at",8.122264813
"1554288_at",4.239956221
"1554290_at",4.378216834
"1554291_at",4.723385757
"1554292_a_at",5.216868622
"1554293_at",3.667297416
"1554294_s_at",4.533388809
"1554295_x_at",4.917823547
"1554296_at",3.450544811
"1554298_a_at",3.172694795
"1554299_at",5.022033603
"1554300_a_at",7.13997748
"1554301_at",3.959180534
"1554302_s_at",4.755296773
"1554303_at",6.124560814
"1554305_at",5.963312896
"1554306_at",5.019728677
"1554307_at",3.955795617
"1554308_s_at",5.985701836
"1554309_at",3.867597367
"1554310_a_at",5.088164024
"1554311_a_at",3.659105399
"1554312_at",6.641682335
"1554314_at",3.546704526
"1554316_at",7.085471272
"1554317_s_at",7.15365682
"1554318_at",5.278865439
"1554319_at",3.358181562
"1554321_a_at",6.993497975
"1554322_a_at",5.302072628
"1554324_s_at",6.317501071
"1554325_at",3.788073745
"1554327_a_at",6.030484063
"1554328_at",3.542931423
"1554329_x_at",4.023906247
"1554331_a_at",4.958590491
"1554332_a_at",6.608698604
"1554333_at",3.781682558
"1554334_a_at",6.823214193
"1554335_at",6.182640853
"1554337_at",5.387596229
"1554339_a_at",4.442012626
"1554340_a_at",3.974020507
"1554341_a_at",6.883192613
"1554342_s_at",7.932189409
"1554343_a_at",8.241548769
"1554344_s_at",9.028931193
"1554345_a_at",7.177858902
"1554346_at",6.449117778
"1554348_s_at",5.981921424
"1554349_at",5.255120418
"1554351_a_at",8.654167849
"1554352_s_at",8.39664491
"1554354_at",3.223054514
"1554355_a_at",5.317759602
"1554356_at",4.553905783
"1554360_at",6.175331697
"1554362_at",3.614521427
"1554364_at",4.786067523
"1554365_a_at",9.028440023
"1554367_at",5.681090444
"1554368_at",3.69370941
"1554371_at",5.566679417
"1554372_at",4.521458274
"1554374_at",4.640836442
"1554375_a_at",8.895256033
"1554376_s_at",6.344964281
"1554377_a_at",5.190417436
"1554378_a_at",4.094258136
"1554379_a_at",6.456013873
"1554380_at",5.886845316
"1554382_at",6.634336824
"1554383_a_at",5.881046024
"1554384_at",3.501721924
"1554385_a_at",6.084338285
"1554386_at",5.710024214
"1554388_at",7.196951832
"1554390_s_at",8.335201338
"1554391_at",4.951996759
"1554393_a_at",6.321089928
"1554394_at",4.117382431
"1554396_at",6.950589071
"1554397_s_at",7.282140013
"1554398_at",4.894265907
"1554400_at",4.722917073
"1554401_a_at",5.116087681
"1554403_a_at",4.218774749
"1554404_a_at",5.95007179
"1554405_a_at",5.48979634
"1554406_a_at",7.073093333
"1554408_a_at",7.671534318
"1554409_at",4.858782199
"1554410_a_at",7.457381747
"1554411_at",9.827201479
"1554413_s_at",3.927763588
"1554414_a_at",7.673071334
"1554415_at",6.306194202
"1554417_s_at",8.501656001
"1554418_s_at",3.564877465
"1554419_x_at",5.004212651
"1554420_at",4.711707113
"1554423_a_at",10.81233824
"1554424_at",4.987457871
"1554428_s_at",7.415396693
"1554429_a_at",7.369162261
"1554430_at",7.211015185
"1554432_x_at",8.272512867
"1554433_a_at",7.778157557
"1554436_a_at",4.484288687
"1554438_at",6.537856949
"1554440_at",3.955907955
"1554441_a_at",7.95923832
"1554442_at",8.025396856
"1554443_s_at",5.875586146
"1554444_s_at",8.521098324
"1554445_at",5.437494951
"1554447_at",9.010712914
"1554448_at",5.296063141
"1554449_at",3.944451227
"1554450_s_at",7.335857675
"1554451_s_at",7.799269576
"1554452_a_at",8.240690879
"1554453_at",5.279855548
"1554455_at",7.906231289
"1554456_a_at",8.060654477
"1554459_s_at",4.929189813
"1554460_at",3.57940867
"1554462_a_at",9.464249701
"1554464_a_at",9.606099839
"1554465_s_at",6.667310769
"1554466_a_at",8.699304578
"1554468_s_at",6.693293653
"1554469_at",6.495554058
"1554470_s_at",8.417972805
"1554471_a_at",7.857275627
"1554472_a_at",7.087642537
"1554473_at",6.073698228
"1554474_a_at",10.62687579
"1554475_a_at",6.317422195
"1554476_x_at",4.663172048
"1554478_a_at",6.354802106
"1554479_a_at",9.521396143
"1554480_a_at",8.669570307
"1554481_a_at",6.617464871
"1554482_a_at",9.383181298
"1554483_at",9.529040981
"1554485_s_at",9.986071087
"1554486_a_at",4.091439269
"1554487_a_at",6.379800688
"1554488_at",6.501284351
"1554489_a_at",7.303059276
"1554491_a_at",5.130689846
"1554492_at",3.390138157
"1554493_s_at",5.135185825
"1554494_at",3.918996151
"1554495_s_at",4.260030987
"1554496_at",4.606757587
"1554499_s_at",5.108039601
"1554500_a_at",4.835669961
"1554501_at",6.54146469
"1554503_a_at",5.742401961
"1554504_at",3.237729114
"1554506_x_at",3.480889147
"1554507_at",3.574069364
"1554508_at",5.416438573
"1554509_a_at",7.574923383
"1554510_s_at",10.53742296
"1554511_at",4.977423968
"1554512_a_at",6.605628732
"1554513_s_at",6.924172373
"1554514_at",5.883533777
"1554516_at",7.141851663
"1554517_x_at",7.304736163
"1554518_at",5.962155357
"1554519_at",5.73693946
"1554520_at",7.626480029
"1554522_at",6.004756831
"1554523_a_at",6.47538511
"1554524_a_at",4.14034693
"1554526_at",4.123097588
"1554528_at",6.884157541
"1554530_at",3.755456129
"1554531_at",7.454905723
"1554533_at",4.584643815
"1554534_at",6.051200085
"1554536_at",3.513362502
"1554537_at",5.428352639
"1554538_at",6.024463057
"1554539_a_at",7.284952499
"1554540_at",3.228519722
"1554541_a_at",6.397192788
"1554542_at",6.717148377
"1554543_at",7.573404644
"1554544_a_at",9.433369122
"1554545_at",4.699418393
"1554547_at",8.206097248
"1554549_a_at",5.153333591
"1554550_at",3.423253387
"1554553_s_at",7.133319788
"1554554_at",5.81505872
"1554555_a_at",8.195082145
"1554556_a_at",6.199888522
"1554557_at",5.801711073
"1554558_at",3.537614207
"1554559_at",7.198516668
"1554560_at",3.574525477
"1554564_a_at",6.053542948
"1554565_x_at",7.834330634
"1554566_at",6.888865533
"1554568_at",4.252693136
"1554569_a_at",5.45072415
"1554571_at",5.978214169
"1554572_a_at",7.689522118
"1554574_a_at",8.161535943
"1554575_a_at",7.797576613
"1554576_a_at",6.703667617
"1554577_a_at",10.13362849
"1554578_at",6.945449702
"1554579_a_at",4.977803751
"1554580_a_at",7.339592355
"1554582_a_at",7.042577321
"1554583_a_at",6.569817694
"1554584_at",5.617138876
"1554586_a_at",7.154377189
"1554588_a_at",6.947017047
"1554589_at",5.180365285
"1554591_at",6.800605434
"1554592_a_at",3.99463538
"1554593_s_at",3.466206125
"1554594_at",4.215405408
"1554595_at",8.278902876
"1554597_at",8.36190462
"1554599_x_at",8.110625661
"1554600_s_at",8.971253354
"1554601_at",4.123378868
"1554602_at",6.700946345
"1554604_at",4.423812778
"1554606_at",5.468679808
"1554607_at",4.362743497
"1554608_at",6.724908162
"1554609_at",8.367551252
"1554610_at",4.695599106
"1554612_at",4.408751944
"1554613_a_at",6.431360851
"1554614_a_at",6.152446271
"1554615_at",4.83353919
"1554616_at",7.54293838
"1554618_at",5.953200947
"1554619_at",3.312229725
"1554621_at",4.289600847
"1554623_x_at",4.241603047
"1554624_a_at",4.477866159
"1554625_at",6.324917715
"1554627_a_at",8.772755092
"1554628_at",7.686636029
"1554629_at",5.289949671
"1554631_at",6.924172373
"1554633_a_at",4.865405383
"1554634_at",3.238403007
"1554635_a_at",6.108813786
"1554636_at",5.942123331
"1554637_a_at",7.184290926
"1554638_at",7.909446038
"1554640_at",5.974146232
"1554641_a_at",6.076817953
"1554642_at",6.037024399
"1554643_at",4.254010378
"1554646_at",6.6938817
"1554648_a_at",4.724506527
"1554649_at",5.927435405
"1554650_a_at",6.645205043
"1554652_s_at",7.318051153
"1554655_a_at",6.108141451
"1554657_a_at",6.159299949
"1554659_at",5.70755044
"1554660_a_at",5.693247151
"1554661_s_at",6.261430621
"1554662_at",4.767831331
"1554663_a_at",4.275849717
"1554664_at",4.906811052
"1554665_at",4.556807384
"1554666_at",6.208338369
"1554667_s_at",7.86468703
"1554668_a_at",10.34439142
"1554670_at",6.944824098
"1554671_a_at",6.999600173
"1554672_at",4.61506491
"1554675_a_at",4.816689386
"1554676_at",6.070507636
"1554677_s_at",6.371530265
"1554678_s_at",9.508380936
